nl;contrat_code;contrat_annee;contrat_lieu;contrat_code_lieu;cantiere;lien_F1F2;Lien_codeF1CodeF2;ind_fonction1;ind1_label;ind1_n_act;ind1_C_std;ind1_N_std;ind1_Code_PR;ind1_Code_O;ind_fonction2;ind2_label;ind2_n_act;ind2_C_std;ind2_N_std;ind2_Code_PR;ind2_Code_O
246;C1712_01_119;1712;torino;TO;torino cittadella;G1-G2;G-G;G1;107 Clerico G. (NS/BI);107;clerico;gio pietro;NS;BI;G2;236 Mosso C. (NS/BI);236;mosso;carlo giuseppe;NS;BI
247;C1712_01_119;1712;torino;TO;torino cittadella;G1-S1;G-S;G1;107 Clerico G. (NS/BI);107;clerico;gio pietro;NS;BI;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI
248;C1712_01_119;1712;torino;TO;torino cittadella;G2-S1;G-S;G2;236 Mosso C. (NS/BI);236;mosso;carlo giuseppe;NS;BI;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI
249;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G1-G2;G-G;G1;34 Bellotto C. (NS/MI);34;bellotto;carlo francesco;NS;MI;G2;99 Casella S. (NS/LU);99;casella;secondo;NS;LU
250;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G1-S1;G-S;G1;34 Bellotto C. (NS/MI);34;bellotto;carlo francesco;NS;MI;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI
251;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G1-S2;G-S;G1;34 Bellotto C. (NS/MI);34;bellotto;carlo francesco;NS;MI;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU
252;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G1-S3;G-S;G1;34 Bellotto C. (NS/MI);34;bellotto;carlo francesco;NS;MI;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
253;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G2-S1;G-S;G2;99 Casella S. (NS/LU);99;casella;secondo;NS;LU;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI
254;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G2-S2;G-S;G2;99 Casella S. (NS/LU);99;casella;secondo;NS;LU;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU
255;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;G2-S3;G-S;G2;99 Casella S. (NS/LU);99;casella;secondo;NS;LU;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
256;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;S1-S2;S-S;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU
257;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;S1-S3;S-S;S1;288 Quadrone B. (CM_P/MI);288;quadrone;bartolomeo;CM_P;MI;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
258;C1712_01_125;1712;venaria;VEN;venaria reale gran padiglio;S2-S3;S-S;S2;97 Casella A. (CM_P/LU);97;casella;antonio;CM_P;LU;S3;10 Aprile F. (CM_P/LU);10;aprile;francesco;CM_P;LU
259;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G1-G2;G-G;G1;103 Ceresio P. (NS/CN);103;ceresio;pietro antonio;NS;CN;G2;101 Ceresio F. (NS/CN);101;ceresio;francesco;NS;CN
260;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G1-S1;G-S;G1;103 Ceresio P. (NS/CN);103;ceresio;pietro antonio;NS;CN;S1;65 Bonacosa A. (paron/CN);65;bonacosa;agostino;paron;CN
261;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G1-S2;G-S;G1;103 Ceresio P. (NS/CN);103;ceresio;pietro antonio;NS;CN;S2;102 Ceresio G. (NS/CN);102;ceresio;gio antonio;NS;CN
262;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G1-S3;G-S;G1;103 Ceresio P. (NS/CN);103;ceresio;pietro antonio;NS;CN;S3;150 Gaido G. (NS/CN);150;gaido;giuseppe;NS;CN
263;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G1-S4;G-S;G1;103 Ceresio P. (NS/CN);103;ceresio;pietro antonio;NS;CN;S4;125 Desio N. (NS/CN);125;desio;nicolao;NS;CN
264;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G2-S1;G-S;G2;101 Ceresio F. (NS/CN);101;ceresio;francesco;NS;CN;S1;65 Bonacosa A. (paron/CN);65;bonacosa;agostino;paron;CN
265;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G2-S2;G-S;G2;101 Ceresio F. (NS/CN);101;ceresio;francesco;NS;CN;S2;102 Ceresio G. (NS/CN);102;ceresio;gio antonio;NS;CN
266;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G2-S3;G-S;G2;101 Ceresio F. (NS/CN);101;ceresio;francesco;NS;CN;S3;150 Gaido G. (NS/CN);150;gaido;giuseppe;NS;CN
267;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;G2-S4;G-S;G2;101 Ceresio F. (NS/CN);101;ceresio;francesco;NS;CN;S4;125 Desio N. (NS/CN);125;desio;nicolao;NS;CN
268;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;S1-S2;S-S;S1;65 Bonacosa A. (paron/CN);65;bonacosa;agostino;paron;CN;S2;102 Ceresio G. (NS/CN);102;ceresio;gio antonio;NS;CN
269;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;S1-S3;S-S;S1;65 Bonacosa A. (paron/CN);65;bonacosa;agostino;paron;CN;S3;150 Gaido G. (NS/CN);150;gaido;giuseppe;NS;CN
270;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;S1-S4;S-S;S1;65 Bonacosa A. (paron/CN);65;bonacosa;agostino;paron;CN;S4;125 Desio N. (NS/CN);125;desio;nicolao;NS;CN
271;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;S2-S3;S-S;S2;102 Ceresio G. (NS/CN);102;ceresio;gio antonio;NS;CN;S3;150 Gaido G. (NS/CN);150;gaido;giuseppe;NS;CN
272;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;S2-S4;S-S;S2;102 Ceresio G. (NS/CN);102;ceresio;gio antonio;NS;CN;S4;125 Desio N. (NS/CN);125;desio;nicolao;NS;CN
273;C1712_01_128;1712;saluggia;SA;saluggia collegno ponti;S3-S4;S-S;S3;150 Gaido G. (NS/CN);150;gaido;giuseppe;NS;CN;S4;125 Desio N. (NS/CN);125;desio;nicolao;NS;CN
274;C1712_01_132;1712;casale;CA;casale fortificazioni;G1-G2;G-G;G1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;G2;212 Marcandi G. (NS/altro);212;marcandi;giacomo;NS;altro
275;C1712_01_132;1712;casale;CA;casale fortificazioni;G1-S1;G-S;G1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
276;C1712_01_132;1712;casale;CA;casale fortificazioni;G2-S1;G-S;G2;212 Marcandi G. (NS/altro);212;marcandi;giacomo;NS;altro;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
277;C1713_01_138;1713;casale;CA;casale castello;G1-G2;G-G;G1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;G2;27 Bello P. (NS/BI);27;bello;pietro;NS;BI
278;C1713_01_138;1713;casale;CA;casale castello;G1-S1;G-S;G1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
279;C1713_01_138;1713;casale;CA;casale castello;G2-S1;G-S;G2;27 Bello P. (NS/BI);27;bello;pietro;NS;BI;S1;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
280;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-G2;G-G;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI
281;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S1;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
282;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S2;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
283;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S3;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI
284;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S4;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
285;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S5;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI
286;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S6;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
287;C1713_01_142;1713;rivoli;RI;rivoli castello;G1-S7;G-S;G1;153 Galimberti G. (negoziante/MI);153;galimberti;giuseppe maria;negoziante;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
288;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S1;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI
289;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S2;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
290;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S3;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI
291;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S4;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
292;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S5;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI
293;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S6;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
294;C1713_01_142;1713;rivoli;RI;rivoli castello;G2-S7;G-S;G2;273 Piazzolo F. (NS/MI);273;piazzolo;francesco;NS;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
295;C1713_01_142;1713;rivoli;RI;rivoli castello;S1-S2;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI
296;C1713_01_142;1713;rivoli;RI;rivoli castello;S1-S3;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI
297;C1713_01_142;1713;rivoli;RI;rivoli castello;S1-S4;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
298;C1713_01_142;1713;rivoli;RI;rivoli castello;S1-S5;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI
299;C1713_01_142;1713;rivoli;RI;rivoli castello;S1-S6;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
300;C1713_01_142;1713;rivoli;RI;rivoli castello;S1-S7;S-S;S1;223 Menafoglio A. (CM_M/MI);223;menafoglio;agostino;CM_M;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
301;C1713_01_142;1713;rivoli;RI;rivoli castello;S2-S3;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI
302;C1713_01_142;1713;rivoli;RI;rivoli castello;S2-S4;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
303;C1713_01_142;1713;rivoli;RI;rivoli castello;S2-S5;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI
304;C1713_01_142;1713;rivoli;RI;rivoli castello;S2-S6;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
305;C1713_01_142;1713;rivoli;RI;rivoli castello;S2-S7;S-S;S2;226 Menafoglio C. (CM_M/MI);226;menafoglio;carlo andrea;CM_M;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
306;C1713_01_142;1713;rivoli;RI;rivoli castello;S3-S4;S-S;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI
307;C1713_01_142;1713;rivoli;RI;rivoli castello;S3-S5;S-S;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI
308;C1713_01_142;1713;rivoli;RI;rivoli castello;S3-S6;S-S;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
309;C1713_01_142;1713;rivoli;RI;rivoli castello;S3-S7;S-S;S3;139 Fontana D. (IMP/MI);139;fontana;domenico;IMP;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
310;C1713_01_142;1713;rivoli;RI;rivoli castello;S4-S5;S-S;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI
311;C1713_01_142;1713;rivoli;RI;rivoli castello;S4-S6;S-S;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
312;C1713_01_142;1713;rivoli;RI;rivoli castello;S4-S7;S-S;S4;80 Camerata A. (IMP/MI);80;camerata;antonio;IMP;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
313;C1713_01_142;1713;rivoli;RI;rivoli castello;S5-S6;S-S;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI
314;C1713_01_142;1713;rivoli;RI;rivoli castello;S5-S7;S-S;S5;81 Camerata C. (IMP/MI);81;camerata;carlo;IMP;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
315;C1713_01_142;1713;rivoli;RI;rivoli castello;S6-S7;S-S;S6;275 Pinchetti D. (CM_M/MI);275;pinchetti;domenico;CM_M;MI;S7;266 Pianarosa G. (IMP/MI);266;pianarosa;giacomo;IMP;MI
316;C1713_01_151;1713;brunetta;BR;brunetta;G1-G2;G-G;G1;280 Pistone G. (NS/BI);280;pistone;gio giulio (padre di gio stefano);NS;BI;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
317;C1713_01_151;1713;brunetta;BR;brunetta;G1-S1;G-S;G1;280 Pistone G. (NS/BI);280;pistone;gio giulio (padre di gio stefano);NS;BI;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
318;C1713_01_151;1713;brunetta;BR;brunetta;G1-S2;G-S;G1;280 Pistone G. (NS/BI);280;pistone;gio giulio (padre di gio stefano);NS;BI;S2;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI
319;C1713_01_151;1713;brunetta;BR;brunetta;G1-S3;G-S;G1;280 Pistone G. (NS/BI);280;pistone;gio giulio (padre di gio stefano);NS;BI;S3;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
320;C1713_01_151;1713;brunetta;BR;brunetta;G1-S4;G-S;G1;280 Pistone G. (NS/BI);280;pistone;gio giulio (padre di gio stefano);NS;BI;S4;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI
321;C1713_01_151;1713;brunetta;BR;brunetta;G1-S5;G-S;G1;280 Pistone G. (NS/BI);280;pistone;gio giulio (padre di gio stefano);NS;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
322;C1713_01_151;1713;brunetta;BR;brunetta;G2-S1;G-S;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI
323;C1713_01_151;1713;brunetta;BR;brunetta;G2-S2;G-S;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S2;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI
324;C1713_01_151;1713;brunetta;BR;brunetta;G2-S3;G-S;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S3;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
325;C1713_01_151;1713;brunetta;BR;brunetta;G2-S4;G-S;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S4;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI
326;C1713_01_151;1713;brunetta;BR;brunetta;G2-S5;G-S;G2;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
327;C1713_01_151;1713;brunetta;BR;brunetta;S1-S2;S-S;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI;S2;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI
328;C1713_01_151;1713;brunetta;BR;brunetta;S1-S3;S-S;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI;S3;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
329;C1713_01_151;1713;brunetta;BR;brunetta;S1-S4;S-S;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI;S4;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI
330;C1713_01_151;1713;brunetta;BR;brunetta;S1-S5;S-S;S1;281 Pistone G. (IMP/BI);281;pistone;gio stefano;IMP;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
331;C1713_01_151;1713;brunetta;BR;brunetta;S2-S3;S-S;S2;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S3;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI
332;C1713_01_151;1713;brunetta;BR;brunetta;S2-S4;S-S;S2;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S4;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI
333;C1713_01_151;1713;brunetta;BR;brunetta;S2-S5;S-S;S2;202 Maciotta G. (IMP/BI);202;maciotta;giacomo;IMP;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
334;C1713_01_151;1713;brunetta;BR;brunetta;S3-S4;S-S;S3;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S4;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI
335;C1713_01_151;1713;brunetta;BR;brunetta;S3-S5;S-S;S3;315 Romano G. (IMP/BI);315;romano;gio batta;IMP;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
336;C1713_01_151;1713;brunetta;BR;brunetta;S4-S5;S-S;S4;316 Romano T. (IMP/BI);316;romano;tomaso;IMP;BI;S5;51 Biglia G. (CM_M/BI);51;biglia;gio batta;CM_M;BI
337;C1713_01_158;1713;torino;TO;torino università degli studi;G1-G2;G-G;G1;291 Raschioni B. (NS/TO C);291;raschioni;bartolomeo;NS;TO C;G2;123 De Mora P. (NS/TO C);123;de mora;pompeo e avvocato alessandro padre e figlio;NS;TO C
338;C1713_01_158;1713;torino;TO;torino università degli studi;G1-S1;G-S;G1;291 Raschioni B. (NS/TO C);291;raschioni;bartolomeo;NS;TO C;S1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU
339;C1713_01_158;1713;torino;TO;torino università degli studi;G1-S2;G-S;G1;291 Raschioni B. (NS/TO C);291;raschioni;bartolomeo;NS;TO C;S2;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
340;C1713_01_158;1713;torino;TO;torino università degli studi;G2-S1;G-S;G2;123 De Mora P. (NS/TO C);123;de mora;pompeo e avvocato alessandro padre e figlio;NS;TO C;S1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU
341;C1713_01_158;1713;torino;TO;torino università degli studi;G2-S2;G-S;G2;123 De Mora P. (NS/TO C);123;de mora;pompeo e avvocato alessandro padre e figlio;NS;TO C;S2;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
342;C1713_01_158;1713;torino;TO;torino università degli studi;S1-S2;S-S;S1;332 Sardi P. (IMP/LU);332;sardi;pietro;IMP;LU;S2;331 Sardi G. (NS/LU);331;sardi;giorgio;NS;LU
343;C1713_01_166;1713;mortara;MOR;mortara sterniti;G1-G2;G-G;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI;G2;70 Borrione D. (NS/BI);70;borrione;defendente;NS;BI
344;C1713_01_166;1713;mortara;MOR;mortara sterniti;G1-S1;G-S;G1;390 Zo G. (M_F/BI);390;zo;gio batta;M_F;BI;S1;69 Borrione C. (NS/BI);69;borrione;carlo;NS;BI
345;C1713_01_166;1713;mortara;MOR;mortara sterniti;G2-S1;G-S;G2;70 Borrione D. (NS/BI);70;borrione;defendente;NS;BI;S1;69 Borrione C. (NS/BI);69;borrione;carlo;NS;BI
346;C1713_01_168;1713;alessadria;AL;alessandria bastione;G1-G2;G-G;G1;356 Tognasco C. (NS/LU);356;tognasco;christofaro;NS;LU;G2;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI
347;C1713_01_168;1713;alessadria;AL;alessandria bastione;G1-S1;G-S;G1;356 Tognasco C. (NS/LU);356;tognasco;christofaro;NS;LU;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
348;C1713_01_168;1713;alessadria;AL;alessandria bastione;G2-S1;G-S;G2;375 Vani A. (IMP/BI);375;vani;antonio;IMP;BI;S1;39 Berti G. (IMP/MI);39;berti;gio batta;IMP;MI
349;C1713_01_174;1713;torino;TO;torino cittadella;G1-G2;G-G;G1;62 Boggio P. (IMP/BI);62;boggio;pietro;IMP;BI;G2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI
350;C1713_01_174;1713;torino;TO;torino cittadella;G1-S1;G-S;G1;62 Boggio P. (IMP/BI);62;boggio;pietro;IMP;BI;S1;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
351;C1713_01_174;1713;torino;TO;torino cittadella;G2-S1;G-S;G2;279 Pistone G. (NS/BI);279;pistone;gio giulio;NS;BI;S1;200 Maciotta C. (IMP/BI);200;maciotta;carlo;IMP;BI
352;C1713_01_178;1713;torino;TO;torino caserma della cittadella;G1-G2;G-G;G1;106 Clerico G. (NS/BI);106;clerico;gio pietro;NS;BI;G2;326 Rosso F. (NS/BI);326;rosso;francesco pietro;NS;BI
353;C1713_01_178;1713;torino;TO;torino caserma della cittadella;G1-S1;G-S;G1;106 Clerico G. (NS/BI);106;clerico;gio pietro;NS;BI;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI
354;C1713_01_178;1713;torino;TO;torino caserma della cittadella;G1-S2;G-S;G1;106 Clerico G. (NS/BI);106;clerico;gio pietro;NS;BI;S2;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
355;C1713_01_178;1713;torino;TO;torino caserma della cittadella;G2-S1;G-S;G2;326 Rosso F. (NS/BI);326;rosso;francesco pietro;NS;BI;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI
356;C1713_01_178;1713;torino;TO;torino caserma della cittadella;G2-S2;G-S;G2;326 Rosso F. (NS/BI);326;rosso;francesco pietro;NS;BI;S2;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
357;C1713_01_178;1713;torino;TO;torino caserma della cittadella;S1-S2;S-S;S1;108 Clerico S. (CM_B/BI);108;clerico;sebastiano;CM_B;BI;S2;319 Rondoletto C. (CM_B/BI);319;rondoletto;carlo matteo;CM_B;BI
358;C1713_01_181;1713;torino;TO;torino università e rivoli castello;G1-G2;G-G;G1;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO;G2;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI
359;C1713_01_181;1713;torino;TO;torino università e rivoli castello;G1-S1;G-S;G1;100 Castelli M. (M_F/RO);100;castelli;marco fabio detto il romano;M_F;RO;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI
360;C1713_01_181;1713;torino;TO;torino università e rivoli castello;G2-S1;G-S;G2;389 Zo C. (M_F/BI);389;zo;carlo antonio;M_F;BI;S1;392 Zo G. (M_F/BI);392;zo;gio henrico;M_F;BI
361;C1713_01_187;1713;venaria;VEN;venaria;G1-G2;G-G;G1;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;G2;2 [Seitto] G. (NS/Vse);2;[seitto];giuseppe;NS;Vse
362;C1713_01_187;1713;venaria;VEN;venaria;G1-S1;G-S;G1;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;S1;380 Vercelli G. (M_P/Vse);380;vercelli;giacomo detto canova;M_P;Vse
363;C1713_01_187;1713;venaria;VEN;venaria;G1-S2;G-S;G1;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;S2;381 Vercelli G. (M_P/Vse);381;vercelli;gio batta detto canova;M_P;Vse
364;C1713_01_187;1713;venaria;VEN;venaria;G1-S3;G-S;G1;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;S3;231 Miretto V. (M_P/Vse);231;miretto;valentino;M_P;Vse
365;C1713_01_187;1713;venaria;VEN;venaria;G1-S4;G-S;G1;152 Gaja P. (M/BI);152;gaja;pietro;M;BI;S4;371 Valzo G. (M_P/BI);371;valzo;gio lorenzo;M_P;BI
